workerid,proliferate.condition,response,sentence,slide_number_in_experiment,strangeSentence,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,EmbeddedSQ,DegreeQ,SubjectAuxInv,WhAll,WhAdvP,MatrixNegPresent,EmbeddedNegPresent,SbarNomPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixSubject,MatrixNegation,InvertedAuxVerb,MatrixPredAux,MatrixPredVerb,MatrixPredOther,MatrixPredParticle,MatrixPred2,Modal,EmbeddedSubject,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,JustMatrixClause,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
1,experiment_04,4,NA,22,0,92015:77,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"and i think 0 they really it really pen-, penetrates in your memory, you know, what * to do *t*-1, because you really have a great interest in it. because it's something 0 you weren't forced *-2 to do *t*-3,",no,no,no,embedded,,no,,,,yes,,,,,what,it,n't,,,penetrates,,,,,*,,do,,,,,,"they really it really pen-, penetrates in your memory, you know, what * to do *t*-1, because you really have a great interest in it. because it's something 0 you weren't forced *-2 to do *t*-3",no,no,NA,(WP what),what * to do *t*-1,"(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP they)) (ADVP (RB really)) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (ADVP (RB really)) (RS (-DFL- \])) (EDITED (RM (-DFL- \[)) (VP-UNF (VBZ pen-)) (, ,) (IP (-DFL- \+))) (VP (VBZ penetrates) (RS (-DFL- \])) (PP (IN in) (NP (PRP$ your) (NN memory))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-TPC (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))) (, ,) (SBAR-PRP (IN because) (S (NP-SBJ (PRP you)) (ADVP (RB really)) (VP (VBP have) (NP (NP (DT a) (JJ great) (NN interest)) (PP (IN in) (NP (PRP it)))) (. .) (SBAR-PRP (IN Because) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (NN something)) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ-2 (PRP you)) (VP (VBD were) (RB n't) (VP (VBN forced) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-3)))))))))))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,7,NA,23,0,72086:35,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,and back in those times we pretty much were taught *-1 how * to be responsible *t*-2.,no,no,no,embedded,,no,,,yes,,,,,,how,we,,,were,taught,,,,,*,,be,responsible,,,,,and back in those times we pretty much were taught *-1 how * to be responsible *t*-2.,no,no,NA,(WRB how),how * to be responsible *t*-2,(TOP (S (CC and) (PP-TMP (ADVP (RB back)) (IN in) (NP (DT those) (NNS times))) (NP-SBJ-1 (PRP we)) (ADVP (RB pretty) (RB much)) (VP (VBD were) (VP (VBN taught) (NP (-NONE- *-1)) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB be) (ADJP-PRD (JJ responsible)) (ADVP-MNR (-NONE- *T*-2)))))))) (. .) (-DFL- E_S))),monomorphemic,no
1,experiment_04,1,NA,24,0,36140:45,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"and, uh, it helped me out because i learned things and learned how *-1 to do things differently *t*-2.",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,,learned,,,,,*-1,,do,differently,,,,,i learned things and learned how *-1 to do things differently *t*-2,no,no,NA,(WRB how),how *-1 to do things differently *t*-2,"(TOP (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP it)) (VP (VBD helped) (NP (PRP me)) (PRT (RP out)) (SBAR-PRP (IN because) (S (NP-SBJ-1 (PRP I)) (VP (VP (VBD learned) (NP (NNS things))) (CC and) (VP (VBD learned) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (NNS things)) (ADVP-MNR (RB differently)) (ADVP-MNR (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,7,0,54041:35,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"and, and i don't even know how * to knit *t*-1,",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,knit,,,,,,"and, and i don't even know how * to knit *t*-1,",no,no,NA,(WRB how),how * to knit *t*-1,"(TOP (S (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB even)) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB knit) (ADVP-MNR (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,8,0,34142:42,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"even after you wait your nine days, if you don't know how * to handle it *t*-1, it's just like * putting someone *ich*-4 in an automobile that *t*-2 doesn't know how * to drive *t*-3.",no,no,no,embedded,,no,,,yes,yes,,,,,how,you,n't,,do,know,,,,,*,,handle,,,,,,you don't know how * to handle it *t*-1,no,no,NA,(WRB how),how * to handle it *t*-1,"(TOP (S (SBAR-TMP (ADVP (RB even)) (IN after) (S (NP-SBJ (PRP you)) (VP (VBP wait) (NP (PRP$ your) (CD nine) (NNS days))))) (, ,) (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB handle) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))))) (, ,) (NP-SBJ (PRP it)) (VP (BES 's) (PP-PRD (ADVP (RB just)) (IN like) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG putting) (NP (NP (NN someone)) (SBAR (-NONE- *ICH*-4))) (PP-PUT (IN in) (NP (DT an) (NN automobile))) (SBAR-4 (WHNP-2 (WDT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBZ does) (RB n't) (VP (VB know) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB drive) (ADVP-MNR (-NONE- *T*-3)))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,9,1,88496:36,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"my nine year old i've decided *-1 to teach her how * to type * using the computer *t*-2,",no,no,no,embedded,,no,,,yes,,,,,,how,*-1,,,'ve,teach,,,,,*,,type,using,,,the computer,,*-1 to teach her how * to type * using the computer *t*-2,no,no,NA,(WRB how),how * to type * using the computer *t*-2,"(TOP (S (NP-TPC (PRP$ My) (CD nine) (NN year) (NN old)) (NP-SBJ-1 (PRP I)) (VP (VBP 've) (VP (VBN decided) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB teach) (NP (PRP her)) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB type) (S-ADV (NP-SBJ (-NONE- *)) (VP (VBG using) (NP (DT the) (NN computer)))) (ADVP-MNR (-NONE- *T*-2))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,10,1,46762:16,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"i don't know how *-2 to explain *t*-1,",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*-2,,explain,,,,,,"i don't know how *-2 to explain *t*-1,",no,no,NA,(WRB how),how *-2 to explain *t*-1,"(TOP (S (NP-SBJ-2 (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB explain) (ADVP-MNR (-NONE- *T*-1)))))))) (, ,)))",monomorphemic,no
7,experiment_05,7,NA,11,1,106447:53,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"and there was, i was just painting because i don't know how * to do anything else *t*-1.",no,no,no,embedded,,no,,,yes,yes,,,,anything,how,i,n't,,do,know,,,,,*,,do,else,,,,,i don't know how * to do anything else *t*-1,no,no,NA,(WRB how),how * to do anything else *t*-1,"(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP-UNF (VBD was))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBD was) (RS (-DFL- \])) (ADVP (RB just)) (VP (VBG painting) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (NP (NN anything)) (ADVP (RB else))) (ADVP-MNR (-NONE- *T*-1)))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,12,0,48325:64,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"and my, really my only experience with a gun was * shooting a pistol and not knowing how *-1 to hold it right *t*-2",no,no,no,embedded,,no,,,yes,yes,,,,,how,*,not,,was,knowing,,,,,*-1,,hold,right,,,,,* shooting a pistol and not knowing how *-1 to hold it right *t*-2,no,no,NA,(WRB how),how *-1 to hold it right *t*-2,"(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (PRP$ my)) (, ,) (IP (-DFL- \+))) (ADVP (RB really)) (NP-SBJ (NP (PRP$ my) (RS (-DFL- \])) (JJ only) (NN experience)) (PP (IN with) (NP (DT a) (NN gun)))) (VP (VBD was) (S-NOM-PRD (NP-SBJ-1 (-NONE- *)) (VP (VP (VBG shooting) (NP (DT a) (NN pistol))) (CC and) (VP (RB not) (VBG knowing) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB hold) (NP (PRP it)) (ADVP (RB right)) (ADVP-MNR (-NONE- *T*-2)))))))))) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,13,0,86649:33,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"i took my kids out and taught them out, how * to shoot a gun *t*-1.",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,,taught,,,,,*,,shoot,,,,a gun,,"i took my kids out and taught them out, how * to shoot a gun *t*-1.",no,no,NA,(WRB how),how * to shoot a gun *t*-1,"(TOP (S (NP-SBJ (PRP I)) (VP (VP (VBD took) (NP (PRP$ my) (NNS kids)) (ADVP (RP out))) (CC and) (VP (VBD taught) (NP (PRP them)) (X (IN out)) (, ,) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB shoot) (NP (DT a) (NN gun)) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,14,0,90924:61,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"i, i think 0 the bad part is that most parents or kids don't know what * to look for *t*-1.",no,no,no,embedded,,no,,,,yes,,,,,what,most parents or kids,n't,,do,know,,,,,*,,look,,,,,,most parents or kids don't know what * to look for *t*-1,no,no,NA,(WP what),what * to look for *t*-1,"(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (DT the) (JJ bad) (NN part)) (VP (VBZ is) (SBAR-PRD (IN that) (S (NP-SBJ (JJS most) (NNS parents) (CC or) (NNS kids)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP (IN for) (NP (-NONE- *T*-1))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,15,0,153560:105,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"i thought well you know. i don't want it if i don't know how * to oper-, you know, if i don't really know how * to use it *t*-1",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,use,,,,,,i don't really know how * to use it *t*-1,no,no,NA,(WRB how),how * to use it *t*-1,"(TOP (S (NP-SBJ (PRP I)) (VP (VBD thought) (S-SEZ (INTJ (UH well)) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (. .)) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (NP (PRP it)) (SBAR-ADV (EDITED (RM (-DFL- \[)) (SBAR-ADV (IN if) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP-UNF (VB oper-))))))))) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (IN if) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (RS (-DFL- \])) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))))))))) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,16,0,103964:16,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,i didn't know what *-2 to expect *t*-1.,no,no,no,embedded,,no,,,,yes,,,,,what,i,n't,,,know,,,,,*-2,,expect,,,,,,i didn't know what *-2 to expect *t*-1.,no,no,NA,(WP what),what *-2 to expect *t*-1,(TOP (S (NP-SBJ-2 (PRP I)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB expect) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))),monomorphemic,no
7,experiment_05,7,NA,17,0,49496:23,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"well, i kind of know how * to drive standard *t*-1",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,,know,,,,,*,,drive,standard,,,,,"well, i kind of know how * to drive standard *t*-1",no,no,NA,(WRB how),how * to drive standard *t*-1,"(TOP (S (INTJ (UH well)) (, ,) (-DFL- N_S) (NP-SBJ (PRP I)) (ADVP (RB kind) (RB of)) (VP (VBP know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB drive) (NP (JJ standard)) (ADVP-MNR (-NONE- *T*-1))))))) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,18,1,161808:39,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"well, actually, i, i've known how * to sail *t*-1 pretty much my whole life.",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,'ve,known,,,,,*,,sail,,,,,,"well, actually, i, i've known how * to sail *t*-1 pretty much my whole life.",no,no,NA,(WRB how),how * to sail *t*-1,"(TOP (S (INTJ (UH Well)) (, ,) (ADVP (RB actually)) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP 've) (RS (-DFL- \])) (VP (VBN known) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB sail) (ADVP-MNR (-NONE- *T*-1)))))) (NP-TMP (ADVP (RB pretty) (JJ much)) (PRP$ my) (JJ whole) (NN life)))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,1,NA,19,0,1130:56:00,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"and if that's gone, um, i, i really don't know how *-1 to live *t*-2 very well",NA,no,no,embedded,NA,no,NA,NA,NA,yes,NA,NA,NA,NA,how,NA,n't,NA,NA,know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,experiment_05,1,NA,20,1,91713:93,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"do they always have the, the one person in the family who * knows, or everyone thinks 0 *t*-4 they know how * to make this the best *t*-3, so that's what they get *-1 to cook *t*-2.",no,no,no,embedded,,no,,,yes,,,,,,how,*t*-4 they,,family,have,know,,,know,,*,,make,best,,this,this,how,"*t*-4 they know how * to make this the best *t*-3, so that's what they get *-1 to cook *t*-2",no,no,NA,(WRB how),how * to make this the best *t*-3,"(TOP (SQ (VBP Do) (NP-SBJ (PRP they)) (ADVP-TMP (RB always)) (VP (VB have) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (, ,) (IP (-DFL- \+))) (NP (NP (DT the) (RS (-DFL- \])) (CD one) (NN person)) (PP (IN in) (NP (DT the) (NN family))) (SBAR (WHNP-4 (WP who)) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (-NONE- *)) (VP-UNF (VBZ knows))) (, ,) (CC or) (IP (-DFL- \+))) (NP-SBJ (NN everyone)) (VP (VBZ thinks) (SBAR (-NONE- 0) (S (NP-SBJ (NP (-NONE- *T*-4)) (NP (PRP they))) (VP (VBP know) (RS (-DFL- \])) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (S (NP-SBJ (DT this)) (NP-PRD (DT the) (JJS best))) (ADVP (-NONE- *T*-3)))))) (, ,) (SBAR-PRP (IN so) (S (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-2 (WP what)) (S (NP-SBJ-1 (PRP they)) (VP (VBP get) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB cook) (NP (-NONE- *T*-2))))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,21,0,42922:16,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,and he showed me how * to use his guns *t*-1,no,no,no,embedded,,no,,,yes,,,,,,how,he,,,,showed,,,,,*,,use,,,,,,and he showed me how * to use his guns *t*-1,no,no,NA,(WRB how),how * to use his guns *t*-1,(TOP (S (CC and) (NP-SBJ (PRP he)) (VP (VBD showed) (NP (PRP me)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (NP (PRP$ his) (NNS guns)) (ADVP-MNR (-NONE- *T*-1))))))) (-DFL- E_S))),monomorphemic,yes
7,experiment_05,1,NA,22,0,87599:18,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"and i don't know what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2.",no,no,no,embedded,,no,,,,yes,,,,,what,i,n't,,do,know,,,,,*,,cutback,get,get,that,that,,"and i don't know what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2.",no,no,NA,(WP what),"what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2","(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (TYPO (VB cutback)) (PP (IN on) (NP (-NONE- *T*-1))) (S-PRP (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (VP-UNF (VB get))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (VP (TO to) (VP (VB get) (S-UNF (NP-SBJ (DT that))))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (VP (TO to) (VP (VB get) (S (NP-SBJ-2 (DT that)) (RS (-DFL- \])) (VP (JJ settled) (NP (-NONE- *-2))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,23,1,38890:31,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"and i, i still remember how * to do it *t*-1.",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,,remember,,,,,*,,do,,,,,,"and i, i still remember how * to do it *t*-1.",no,no,NA,(WRB how),how * to do it *t*-1,"(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP-TMP (RB still)) (VP (VBP remember) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,7,NA,24,0,47381:11,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"men know how *-1 to do that *t*-2, right?",no,no,no,embedded,,no,,,yes,,,,,,how,men,,,,know,,,,,*-1,,do,,,,that,,"men know how *-1 to do that *t*-2, right?",no,no,NA,(WRB how),how *-1 to do that *t*-2,"(TOP (S (NP-SBJ-1 (NNS men)) (VP (VBP know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (DT that)) (ADVP-MNR (-NONE- *T*-2)))))) (, ,) (INTJ (UH right))) (. ?) (-DFL- E_S)))",monomorphemic,no
7,experiment_05,4,NA,25,1,53473:26,[],27,Yes,NA,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,NA,"well, um, i don't know what *-1 to say *t*-2.",no,no,no,embedded,,no,,,,yes,,,,,what,i,n't,,do,know,,,,,*-1,,say,,,,,,"well, um, i don't know what *-1 to say *t*-2.",no,no,NA,(WP what),what *-1 to say *t*-2,"(TOP (S (INTJ (UH Well)) (, ,) (INTJ (UH um)) (, ,) (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB say) (NP (-NONE- *T*-2)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,7,NA,7,0,8085:15:00,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,* being told what * to do *t*-1 is worse.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,what,NA,NA,NA,NA,told,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,experiment_06,7,NA,8,0,148810:76,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"oh, i would, i really would love *-1 to go *-3 take a class in woodworking and learn how * to *?* *t*-2.",no,no,no,embedded,,no,,,yes,,,,,,how,*-3,,,would,learn,,,,,*,,,,,,,,*-3 take a class in woodworking and learn how * to *?* *t*-2,no,no,NA,(WRB how),how * to *?* *t*-2,"(TOP (S (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (MD would))) (, ,) (IP (-DFL- \+))) (NP-SBJ-1 (PRP I)) (ADVP (RB really)) (VP (MD would) (RS (-DFL- \])) (VP (VB love) (S (NP-SBJ-3 (-NONE- *-1)) (VP (TO to) (VP (VB go) (S (NP-SBJ (-NONE- *-3)) (VP (VP (VB take) (NP (NP (DT a) (NN class)) (PP (IN in) (NP (NN woodworking))))) (CC and) (VP (VB learn) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (-NONE- *?*) (ADVP-MNR (-NONE- *T*-2)))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,4,NA,9,1,148793:49,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"do you, uh, did you take classes *-2 to learn how * to do that *t*-1?",no,no,no,embedded,,no,,,yes,,,,,,how,*-2,,,,learn,,,learn,,*,,do,,,,that,,*-2 to learn how * to do that *t*-1,no,no,NA,(WRB how),how * to do that *t*-1,"(TOP (SQ (EDITED (RM (-DFL- \[)) (SQ (VBP Do) (NP-SBJ (PRP you))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (VBD did) (NP-SBJ-2 (PRP you)) (RS (-DFL- \])) (VP (VB take) (NP (NNS classes)) (S-PRP (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB learn) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (DT that)) (ADVP-MNR (-NONE- *T*-1)))))))))) (. ?) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,7,NA,10,0,173250:33,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,they're the only things 0 americans still know how *-3 to build *t*-1 *t*-2,no,no,no,embedded,,no,,,yes,,,,,,how,americans,,,'re,know,,,,,*-3,,build,,,,,how,americans still know how *-3 to build *t*-1 *t*-2,no,no,NA,(WRB how),how *-3 to build *t*-1 *t*-2,(TOP (S (NP-SBJ (PRP They)) (VP (VBP 're) (NP-PRD (NP (DT the) (JJ only) (NNS things)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-3 (NNPS Americans)) (ADVP-TMP (RB still)) (VP (VBP know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB build) (NP (-NONE- *T*-1)) (ADVP-MNR (-NONE- *T*-2))))))))))) (-DFL- E_S))),monomorphemic,no
5,experiment_06,4,NA,11,0,55459:18,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"and i haven't figured how *-1 to get that soft *t*-2,",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,have,figured,,,,,*-1,,get,soft,,that,that,,"and i haven't figured how *-1 to get that soft *t*-2,",no,no,NA,(WRB how),how *-1 to get that soft *t*-2,"(TOP (S (CC And) (NP-SBJ-1 (PRP I)) (VP (VBP have) (RB n't) (VP (VBN figured) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB get) (S (NP-SBJ (DT that)) (ADJP-PRD (JJ soft))) (ADVP-MNR (-NONE- *T*-2)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
